3386	1965	8295	2005	6107	7525	1981	9060	4491	5663	0	8987	1441	1500	6771	2155	2800	3112	2822	4714	1335	8273	662	5631	3319	5665	4718	411	9502	2549	7692	8350	3382	3578	1819	7342	494	1778	9615	7403	4029	1675	5169	1980	116	2274	588	5470	7027	947	343	1519	7791	5061	9204	6694	3235	500	4807	6261	6020	6254	3947	2801	3769	4227	4690	3330	9243	1094	2348	6102	9338	1577	9706	3402	7648	2520	9539	7644	9594	7333	8118	9227	6995	4468	4529	4560	5123	3959	6017	2241	6153	7565	3115	258	3300	9574	1547	6511	2345	9546	1723	6121	1856	4027	9607	9085	1343	8520	4670	9883	2299	5060	427	3812	908	3270	8964	9365	5073	7042	6307	8196	7476	9176	5300	9673	2239	4251	3918	1567	1183	2245	7205	6187	9751	8249	2623	1196	1816	2153	4070	4419	8336	6137	2205	1429	337	3844	1879	3966	564	7197	3220	1385	8109	9384	3805	3789	5009	411	2914	586	4917	3295	2530	1589	2584	7147	1627	7616	228	5363	9027	7277	1665	6252	6278	2868	1099	5860	1376	6083	1541	1088	4957	2006	9485	2086	671	1911	1266	2812	2001	3063	8787	6240	7402	1406	5146	3913	1843	9792	1050	1230	2332	2737	9332	8614	5052	3562	9552	127	5992	3387	3802	131	3766	9363	9115	5704	4978	6063	2058	2039	2529	367	1346	6384	260	207	854	2651	6383	4885	6530	4594	3819	8870	3619	
128	25	993	2055	1285	3254	2767	981	7069	7371	8987	0	4573	6056	3582	906	4750	6839	7343	6685	6655	855	169	2287	2568	3470	2060	5362	1285	3739	6810	6153	4631	1050	3584	5586	3914	711	1926	4996	1431	3750	6469	966	3003	1938	408	913	8968	5461	3207	2614	2202	5944	5776	7602	2300	5467	9510	6081	6796	4455	271	5617	253	1218	3688	2153	3004	2643	124	5321	3317	3894	8421	275	3686	3234	1698	3099	3780	7673	1721	2012	7533	480	7711	4203	2894	3488	742	8815	198	1388	9878	2689	9818	8181	8160	7520	8906	650	7790	2456	1892	291	335	1844	1160	63	1442	9842	4092	5261	2960	1159	5393	4424	6607	82	6869	6023	2948	2325	7866	836	1097	3633	8262	3626	8431	1121	2589	21	645	1898	6093	2181	1610	129	3640	3203	9344	8525	4871	7047	9714	7103	2204	3929	8807	2704	649	1366	503	7834	5391	2517	4029	5257	586	5211	6958	1011	1467	2236	121	4149	8758	5843	2671	7584	1326	244	4213	2613	3917	2288	8568	9981	9144	7496	6992	6684	7953	8246	4344	7958	7583	200	1724	4914	156	9326	1684	478	2174	2823	8449	1331	2792	758	7734	5291	8097	2203	5033	1649	1862	7279	7129	7928	5531	3216	4017	8878	5335	6894	6430	5009	2929	1077	6334	6035	2102	6636	9882	9738	7789	5197	3574	3340	1164	679	6502	1257	9819	6912	5427	7417	2169	
7226	496	6469	8141	8402	1959	6443	8615	6212	4369	1441	4573	0	1518	6798	472	8207	9832	147	2222	7714	4584	2514	8228	1901	4692	2955	9828	990	1005	4312	7632	607	7896	8079	3382	2440	5324	2471	8723	4339	2858	891	3317	6673	8771	4462	4069	7691	5671	286	7429	74	6250	3835	6550	1419	2940	5786	3582	3150	6105	1525	1000	4910	4574	6421	7979	8022	5917	163	9552	417	883	2635	526	1731	4312	802	408	6486	9718	3977	4058	232	9405	5426	304	7619	5607	9203	5128	3276	3272	6329	840	5889	6776	5999	4195	4909	2420	5119	8072	8797	1409	8200	3531	376	6611	289	7033	3546	541	5405	2214	8834	9225	3343	9513	8621	2059	2223	5610	6130	3649	4558	6778	6256	94	6086	9636	2932	9063	3910	3	9440	1053	5309	7365	1864	8413	2884	6718	4270	4596	8929	7007	4897	7926	1897	6665	3457	2321	1270	6717	4839	1581	8601	6437	2403	9080	7826	5224	4757	511	1358	3530	8752	3247	6320	3138	7659	1197	2339	3633	6042	7922	3550	2400	4733	3692	1961	2872	8680	1537	4639	3447	9827	2917	805	1602	7170	2333	5306	7958	3111	1236	3311	6532	5126	6543	1001	6973	5450	5181	3429	4409	5462	9985	2907	8430	3023	1746	9894	4479	8984	8898	803	1347	2653	2238	5608	8216	2613	6342	4487	2615	1858	1678	4946	2745	634	1844	993	6603	9595	2083	1954	2606	42	
6827	8348	4322	8	463	1705	180	2129	8090	4225	1500	6056	1518	0	7063	5281	7379	4509	4977	3081	9221	9354	2558	2873	2038	9407	1171	2938	1919	5540	5483	1504	7282	9390	5477	1391	6674	9333	3479	3648	4774	8984	2360	1972	3177	4815	557	9128	374	2305	8850	5465	1762	151	7483	1370	2154	7312	6235	6516	8047	3671	948	1598	591	2467	3312	4333	1446	1725	2593	2653	7541	871	5204	4096	3537	1259	5291	4775	9087	1281	6490	6479	9231	2021	994	5918	7174	3656	9293	2782	561	6710	7353	184	22	3449	7369	6485	9885	300	8215	6337	7040	2578	1311	1665	5263	1767	136	2726	5735	5751	8068	9347	147	6526	3835	9084	5891	8560	2642	3039	8652	810	1666	87	5296	4760	3030	1582	1744	8456	1732	1507	415	9791	112	109	2393	6251	1854	2591	5844	1785	2487	2780	5494	7208	797	844	2103	4974	82	5776	8440	4105	7670	8770	4980	1656	9952	8849	934	7115	2415	5772	9195	8264	2544	4812	362	1072	7859	6919	1025	3825	7386	7586	7649	4061	2866	279	5692	4219	6917	8808	7438	8413	8110	5570	955	2225	3758	4069	6599	8108	1887	2451	1612	6580	2744	7719	1527	6268	2384	137	659	9142	1910	4527	4219	9060	5072	6645	9850	4911	4418	976	8389	7532	7010	9999	107	5692	4346	4051	6508	8018	9661	6737	280	6155	1886	9030	3481	3865	4781	6842	1908	
1885	9446	1646	3025	1889	6373	942	8898	6024	2373	6771	3582	6798	7063	0	5072	1171	8152	1436	5093	5872	3837	8312	1267	899	3839	2661	1712	9050	8976	8175	3039	7578	6627	892	4343	2065	3998	2825	6773	9882	5504	9673	7869	5058	3509	6315	7319	1785	9576	5228	9800	538	5928	894	5869	2334	1054	1319	415	6797	1294	1436	6388	8055	5116	6911	2098	8851	1473	2950	5514	2614	9390	8783	5970	5574	1248	7665	1651	9103	2629	3988	36	2230	3325	9652	3063	7276	8997	658	2323	2405	5920	9484	689	4649	2167	3117	9979	2123	1043	7672	5058	7464	1191	3649	2303	1042	1347	5821	9436	2750	7703	4731	9107	1995	2149	1027	3863	4709	7835	2830	2563	376	927	9685	960	2200	3147	3295	362	3568	1995	9014	6453	3322	3508	6809	2988	8527	9736	1191	4874	8319	6215	2474	3997	3234	392	6466	6583	656	1528	5220	8247	8639	98	2722	583	9819	9985	5388	5911	8299	6562	616	5275	5042	8892	2190	6128	8514	4212	7495	4997	136	5069	5320	9208	4468	685	729	9598	1575	9526	6603	166	4706	3554	8120	240	9820	96	8733	4666	8244	543	1126	8236	1752	3688	8953	741	1078	8290	8998	9669	4033	7728	2141	157	3799	3069	1888	9651	3728	2298	5451	1098	8441	1591	7649	1746	6017	2993	665	2188	5987	8219	8041	2112	8550	800	7649	7826	5874	1815	6043	1587	4580	
7588	2745	7137	296	1308	1944	4140	7651	9593	1422	2155	906	472	5281	5072	0	5912	433	7012	2755	4991	5792	3552	6580	9647	9932	3034	7595	1912	1925	1445	6499	5371	7144	7715	3696	7437	1096	3744	9267	5851	5758	7599	5981	2046	6750	1813	7847	2367	7389	853	9682	8540	9904	9244	1099	4091	2375	1646	2273	9630	4874	4049	5322	487	3826	2472	1426	8990	1643	1106	4774	8258	3224	6725	6832	6413	2552	1476	5876	3626	9896	7513	3578	7675	6697	6431	6988	9174	2035	4591	3235	6192	5434	9869	5278	8157	3296	1364	4355	1078	8811	2240	6376	3996	1384	3850	3443	6988	960	1769	2209	4484	9002	9270	5797	2069	9186	8721	5457	2233	5097	8739	825	1527	1388	9283	662	916	601	4045	7241	6540	5039	2480	9649	1762	1269	1303	4254	7716	4494	2250	4662	7987	2684	4854	2809	7729	9235	4250	6448	4396	7439	7411	7739	1898	1065	8267	4507	5093	9413	6621	8269	89	6079	1068	1672	4043	3608	3396	1753	2717	7291	2545	4253	6511	5845	7743	670	840	3716	2290	1410	2278	1871	375	7329	3746	3335	91	4117	807	3101	6106	2438	6612	5460	4538	2727	7120	519	890	1851	3518	2958	645	6269	2385	5853	9563	1630	2226	8350	2177	4991	751	5361	2152	2530	918	7616	1932	7228	3667	7496	9806	2638	2870	5557	5028	132	2761	6588	3759	2813	752	2255	4605	9197	33	
1927	9911	3080	2138	2149	4987	6242	4846	8468	260	2800	4750	8207	7379	1171	5912	0	1469	9457	9215	118	9400	6080	8879	9553	4571	940	4167	9135	2172	5494	8616	3072	9822	5936	6875	1335	3754	1969	9944	2061	559	1196	8024	762	5415	2547	8566	3830	8380	248	3147	157	8139	8997	730	66	5863	1389	8184	1525	274	8082	1792	2215	7000	1927	5511	5277	6284	1465	1419	8836	8102	1610	449	3461	1517	3726	5872	249	1970	6746	9960	9854	221	1529	2471	4074	4221	5665	2877	1391	4042	5366	9006	9776	108	7197	6792	6451	7153	5844	8085	695	4587	7088	947	4472	7417	1926	4115	5713	7320	7438	1311	1362	3544	4341	9231	7778	2627	1314	1661	1142	604	315	8472	8226	2693	2073	4086	8479	3684	6874	4974	6270	2310	1701	1029	4060	1587	4835	2262	5975	901	5564	2279	2544	2084	9231	7642	9473	9923	6167	3074	3361	5937	1498	5447	3830	2456	7171	347	9626	6506	851	5853	5217	493	8739	1790	4361	1972	4669	3555	5043	1649	5276	1994	7601	359	2529	8608	177	2949	8967	770	5273	1024	313	8387	5571	4031	1251	6413	5563	6797	9671	7691	982	2522	7937	1143	4918	5363	9244	9968	7948	9892	2710	238	8141	1739	1697	6233	231	2703	444	6294	8741	8465	3762	19	4530	1745	2289	8246	6603	9044	8062	7264	2504	8708	1015	8728	5452	1865	1976	2214	7978	
5942	6908	6594	6306	1710	3241	2510	7989	8860	1089	3112	6839	9832	4509	8152	433	1469	0	1191	8754	9148	3179	1832	5961	8892	5469	8811	541	5238	5806	3100	1676	9040	1738	8551	3013	6924	465	8279	3584	4548	9741	4596	605	2697	7554	4893	9114	6972	2214	6961	9672	3212	1907	2324	3984	930	2747	8896	2882	2154	380	8618	3951	8419	4788	8167	2600	5879	9510	5615	9397	1023	1981	4353	9627	7393	7457	103	9736	5196	8760	9386	2016	342	9855	985	3422	3731	2712	4743	5843	2873	6550	9251	8850	4322	5063	171	1136	6433	3506	9939	1494	9672	8465	1843	3609	6746	1568	303	5755	2109	6743	6507	483	5266	8260	590	5835	6343	1501	2294	1480	9420	4741	9773	4703	9958	9436	9371	8998	2257	6860	3452	8697	6681	7761	626	3903	7034	5400	7774	4684	598	3548	8827	55	7831	7469	5532	7310	390	4578	7192	8297	635	3856	1042	2669	1734	5803	9198	7475	2142	8620	1664	2664	8040	6692	1191	4469	2426	177	875	4097	592	350	3779	6630	3006	5232	2442	7841	7927	2894	2002	2318	3246	1904	1689	2276	332	5851	8316	4301	7233	779	3401	7881	7406	7571	2649	2323	4978	8994	4046	7172	3523	9350	5721	2550	6415	2245	6800	9180	2516	5657	8990	480	9101	1532	891	348	5166	2293	9549	1966	9330	8897	8031	7206	1010	4806	4881	7089	3561	4051	2272	2683	9558	
9073	7157	7716	9588	4132	2922	2768	8892	8955	8946	2822	7343	147	4977	1436	7012	9457	1191	0	1004	5943	4913	498	5	1862	4213	1987	8637	9043	8933	9632	8333	2206	2077	1621	8864	9882	2172	9817	7013	5464	789	2750	2755	3621	1448	473	494	8312	6704	2067	9559	2661	1725	8351	4024	9733	1429	141	8623	1049	3046	9694	1466	3132	2720	9353	4789	8761	4769	7965	8272	8926	4384	6328	2341	9839	1758	2056	3640	1006	3674	8688	7520	8249	1284	2653	613	4756	1076	9513	5130	2521	172	3728	1340	8317	363	6754	8619	9797	7124	2632	3226	4952	9342	8649	5506	5895	5293	3615	2380	9738	3633	1334	1182	317	4493	1205	1796	2892	74	4145	2531	3434	1341	8526	1931	184	1463	951	4395	3523	5820	3328	7066	3391	7079	8121	5219	3843	6843	1734	1311	9973	1148	5117	5098	5096	5311	2464	1471	7875	2640	9579	9621	692	6803	1536	158	6165	2541	5041	7181	173	1123	1918	5160	4634	4611	4656	2703	5437	7650	885	9676	2183	4693	6653	7611	1283	5844	1699	8172	3987	3052	4561	54	5360	6021	7021	7582	8076	179	1928	5832	4138	9744	2618	1981	9617	1786	1366	207	3821	5400	8963	8585	8454	7267	1293	5322	1733	2947	4841	611	4356	9496	4873	2974	5429	7674	5439	7634	2742	2099	4948	7461	6739	5915	7531	2177	2588	1284	1170	6538	4601	6999	7913	9326	3116	
1094	8911	6335	159	8310	3767	8524	1872	7670	8530	4714	6685	2222	3081	5093	2755	9215	8754	1004	0	238	8663	5854	1766	9924	169	9373	4348	9146	5035	8550	1355	6892	8524	3923	7530	6083	1709	2971	1759	4780	3883	571	1108	1385	189	3225	4779	1334	336	5061	9344	574	1585	3392	8094	6527	1082	2449	949	5852	2769	5206	7755	786	4205	4696	5888	9981	3019	1523	4374	699	1248	8324	6048	433	3279	8355	6586	5437	8413	9123	858	2540	9924	2072	4358	4492	6101	2472	6150	757	65	7925	3403	148	7226	5610	4577	7240	2261	3300	9456	16	7091	9539	8825	5140	9568	1041	3647	9396	4987	6722	1923	8766	1208	893	3893	9236	3330	2250	792	7836	3189	7180	6774	522	2987	6961	8131	9675	7716	9511	8806	2755	5692	193	8629	9514	4152	5883	6513	8675	5249	3242	2882	9181	8308	3272	2500	925	7065	9230	3490	6667	8835	7234	6033	5596	3703	3684	4401	864	240	5156	8383	925	4754	9206	3502	3164	3630	6808	8200	6258	6742	8707	1856	7618	1762	256	9065	3408	2881	2733	3404	9657	740	3376	742	2114	7783	8124	7312	3822	8353	3490	9380	5748	4335	1833	4796	4064	572	464	348	8809	4899	5012	275	9667	9144	2846	6014	9750	9780	9486	8543	2046	5839	4686	5692	9428	4915	7264	8570	557	383	1561	1611	2130	9609	3506	6102	7488	7352	61	9830	9440	
